,Cause (X),Outcome (Y),Confounders (Z),Mediators (M),P(Y=1|do(X=1)),P(Y=1|do(X=0)),Total Effect (TE),Direct Effect (NDE),Indirect Effect (NIE),NDE/TE,NIE/TE,Causality,Refutation TE_DataSubset,Refutation TE_RandCommCause,Refutation TE_Placebo
13,ndhB_95608,ndhB_97016,[],['ndhB_96698'],0.9603820167518313,0.9572122123795797,0.0148697642557587,0.01513241120376818,-0.0002626469480094804,101.7663154808104,-1.766315480810421,Yes,"Refute: Use a subset of data
Estimated effect:0.0148697642557587
New effect:0.013917019958387034
p value:0.9199999999999999
","Refute: Add a random common cause
Estimated effect:0.0148697642557587
New effect:0.014862270211323279
p value:0.96
","Refute: Use a Placebo Treatment
Estimated effect:0.0148697642557587
New effect:-0.0004759932720843385
p value:0.98
"
14,ndhB_95608,ndhB_96439,[],['ndhB_96419'],0.9603820167518313,0.9572122123795797,-0.0021719880373580677,0.002748066449741936,-0.004920054487100004,-126.52309324339512,226.52309324339512,No,"Refute: Use a subset of data
Estimated effect:-0.0021719880373580677
New effect:-0.0016427056756251582
p value:0.98
","Refute: Add a random common cause
Estimated effect:-0.0021719880373580677
New effect:-0.002227516849884761
p value:0.86
","Refute: Use a Placebo Treatment
Estimated effect:-0.0021719880373580677
New effect:-0.0001089241233001762
p value:0.98
"
15,ndhB_95608,ndhB_94622,[],['ndhB_96419'],0.061567876082520484,0.06080662871025785,0.04176900071842411,0.037188633803477304,0.0045803669149468065,89.03405196158684,10.965948038413158,Yes,"Refute: Use a subset of data
Estimated effect:0.04176900071842411
New effect:0.04302366850064201
p value:0.98
","Refute: Add a random common cause
Estimated effect:0.04176900071842411
New effect:0.041840318226443705
p value:0.8200000000000001
","Refute: Use a Placebo Treatment
Estimated effect:0.04176900071842411
New effect:0.00029471327860235006
p value:1.0
"
16,ndhB_95608,ndhB_96457,[],['ndhB_96698'],0.022916507319871573,0.015738339947021267,0.007860925935207408,0.0005781806512800761,0.0072827452839273315,7.3551214710029065,92.6448785289971,Yes,"Refute: Use a subset of data
Estimated effect:0.007860925935207408
New effect:0.008613437537126794
p value:0.94
","Refute: Add a random common cause
Estimated effect:0.007860925935207408
New effect:0.007857114207183278
p value:0.94
","Refute: Use a Placebo Treatment
Estimated effect:0.007860925935207408
New effect:-0.0006146460009945856
p value:0.98
"
17,ndhB_95644,ndhB_94999,['ndhB_95608'],['ndhB_95650'],0.8737217899518454,0.8353597119459857,0.06112690519808839,0.014039491763579673,0.047087413434508715,22.96777780272561,77.0322221972744,Yes,"Refute: Use a subset of data
Estimated effect:0.06112690519808839
New effect:0.06166300071340467
p value:0.96
","Refute: Add a random common cause
Estimated effect:0.06112690519808839
New effect:0.061148039070538666
p value:1.0
","Refute: Use a Placebo Treatment
Estimated effect:0.06112690519808839
New effect:-0.0001699877983139586
p value:0.98
"
18,ndhB_95644,ndhB_95225,['ndhB_95608'],['ndhB_95650'],0.8540927687777942,0.84716115032191,0.0064704478236010665,-0.009072730601986214,0.01554317842558728,-140.21797021364236,240.21797021364236,Yes,"Refute: Use a subset of data
Estimated effect:0.0064704478236010665
New effect:0.006616200589389372
p value:0.8799999999999999
","Refute: Add a random common cause
Estimated effect:0.0064704478236010665
New effect:0.006446040830653698
p value:0.84
","Refute: Use a Placebo Treatment
Estimated effect:0.0064704478236010665
New effect:-0.0007203691098432185
p value:0.96
"
19,ndhB_95644,ndhB_96698,['ndhB_95608'],['ndhB_95650'],0.2114630835817066,0.20762409876126767,0.0901215924429204,0.061009927136836506,0.029111665306083886,67.69734697650608,32.30265302349391,Yes,"Refute: Use a subset of data
Estimated effect:0.0901215924429204
New effect:0.09127285919556073
p value:0.8999999999999999
","Refute: Add a random common cause
Estimated effect:0.0901215924429204
New effect:0.09008307855926902
p value:0.82
","Refute: Use a Placebo Treatment
Estimated effect:0.0901215924429204
New effect:-0.004826679995211274
p value:0.8
"
20,ndhB_95644,ndhB_95650,['ndhB_95608'],[],0.9566897637623841,0.6579697326462187,0.31611864198131323,,,,,Yes,NA,NA,NA
21,ndhB_95644,ndhB_96419,[],[],0.8715596330275229,0.7108753315649867,0.16004724409449522,,,,,Yes,NA,NA,NA
22,ndhB_95644,ndhB_96579,[],['ndhB_96419'],0.9426023016061399,0.9193339197587017,0.056797900262470224,0.033863514227216084,0.02293438603525414,59.62106710059445,40.37893289940555,Yes,"Refute: Use a subset of data
Estimated effect:0.056797900262470224
New effect:0.0580330461796736
p value:0.8600000000000001
","Refute: Add a random common cause
Estimated effect:0.056797900262470224
New effect:0.05681429902348027
p value:0.98
","Refute: Use a Placebo Treatment
Estimated effect:0.056797900262470224
New effect:-0.002197369193899723
p value:0.86
"
23,ndhB_95644,ndhB_97016,['ndhB_95608'],['ndhB_96698'],0.9426023016061399,0.9193339197587017,-0.012868295358978599,-0.01271728217786724,-0.00015101318111135852,98.82647097460354,1.173529025396453,No,"Refute: Use a subset of data
Estimated effect:-0.012868295358978599
New effect:-0.012702328707100578
p value:0.98
","Refute: Add a random common cause
Estimated effect:-0.012868295358978599
New effect:-0.012858635943006132
p value:0.94
","Refute: Use a Placebo Treatment
Estimated effect:-0.012868295358978599
New effect:-0.001137142793273186
p value:0.94
"
24,ndhB_95644,ndhB_96439,[],['ndhB_96419'],0.9426023016061399,0.9193339197587017,-0.005585301837270577,-0.0006239127287306018,-0.004961389108539975,11.170617934508895,88.8293820654911,No,"Refute: Use a subset of data
Estimated effect:-0.005585301837270577
New effect:-0.005300431652883432
p value:0.98
","Refute: Add a random common cause
Estimated effect:-0.005585301837270577
New effect:-0.005586847960722451
p value:0.94
","Refute: Use a Placebo Treatment
Estimated effect:-0.005585301837270577
New effect:-0.00017740944645745774
p value:0.98
"
25,ndhB_95644,ndhB_94622,[],['ndhB_96419'],0.06174236906432077,0.06042743980861144,0.03226246719160245,0.02764361945637573,0.004618847735226724,85.68352597525785,14.316474024742151,Yes,"Refute: Use a subset of data
Estimated effect:0.03226246719160245
New effect:0.033729380337470756
p value:0.8
","Refute: Add a random common cause
Estimated effect:0.03226246719160245
New effect:0.03224212554373157
p value:1.0
","Refute: Use a Placebo Treatment
Estimated effect:0.03226246719160245
New effect:5.142771000060178e-06
p value:0.96
"
26,ndhB_95644,ndhB_96457,['ndhB_95608'],['ndhB_96698'],0.022131340900151418,0.021946977677038126,0.02124020111971584,0.017052866978258724,0.0041873341414571195,80.28580747490993,19.714192525090077,Yes,"Refute: Use a subset of data
Estimated effect:0.02124020111971584
New effect:0.021355757549886455
p value:0.94
","Refute: Add a random common cause
Estimated effect:0.02124020111971584
New effect:0.021224162893368405
p value:0.96
","Refute: Use a Placebo Treatment
Estimated effect:0.02124020111971584
New effect:0.0004419254073492444
p value:0.96
"
27,ndhB_95650,ndhB_94999,['ndhB_95608'],[],0.8806528674523874,0.7627245197471394,0.14895487700245214,,,,,Yes,NA,NA,NA
28,ndhB_95650,ndhB_95225,['ndhB_95608'],['ndhB_94999'],0.8557263546067901,0.8373396656839667,0.04916881310184196,0.026411613411861417,0.02275719968998054,53.71619070233768,46.28380929766232,Yes,"Refute: Use a subset of data
Estimated effect:0.04916881310184196
New effect:0.0493922533083424
p value:0.8799999999999999
","Refute: Add a random common cause
Estimated effect:0.04916881310184196
New effect:0.049174257383917806
p value:0.9199999999999999
","Refute: Use a Placebo Treatment
Estimated effect:0.04916881310184196
New effect:-0.001068928981702183
p value:0.9
"
29,ndhB_95650,ndhB_96698,['ndhB_95608'],['ndhB_94999'],0.2118533145155589,0.19772678462384644,0.09209094763795919,0.0733335111695378,0.018757436468421387,79.63161749386785,20.36838250613214,Yes,"Refute: Use a subset of data
Estimated effect:0.09209094763795919
New effect:0.09203687609989089
p value:0.96
","Refute: Add a random common cause
Estimated effect:0.09209094763795919
New effect:0.09218509257934779
p value:0.8200000000000001
","Refute: Use a Placebo Treatment
Estimated effect:0.09209094763795919
New effect:0.0026146799663740706
p value:0.98
"
30,ndhB_95650,ndhB_97016,"['ndhB_95644', 'ndhB_95608']",['ndhB_96698'],0.9600225777107327,0.9601174865879951,0.01647649232141868,0.01666546178696476,-0.00018896946554608162,101.14690349049857,-1.1469034904985818,Yes,"Refute: Use a subset of data
Estimated effect:0.01647649232141868
New effect:0.017506700722640222
p value:0.78
","Refute: Add a random common cause
Estimated effect:0.01647649232141868
New effect:0.016487782344354468
p value:0.96
","Refute: Use a Placebo Treatment
Estimated effect:0.01647649232141868
New effect:-0.00023664178301926575
p value:0.96
"
31,ndhB_95650,ndhB_96457,['ndhB_95608'],['ndhB_96698'],0.02215008133182504,0.021471669537025437,0.00586716341824833,0.0015883268075015692,0.004278836610746761,27.071460163551603,72.9285398364484,Yes,"Refute: Use a subset of data
Estimated effect:0.00586716341824833
New effect:0.004833617184032308
p value:0.66
","Refute: Add a random common cause
Estimated effect:0.00586716341824833
New effect:0.005878248577468765
p value:0.84
","Refute: Use a Placebo Treatment
Estimated effect:0.00586716341824833
New effect:-0.0008782863191922999
p value:0.92
"
32,ndhB_96419,ndhB_96579,[],[],0.9612015018773467,0.8163934426229508,0.14329760043673856,,,,,Yes,NA,NA,NA
33,ndhB_96419,ndhB_97016,['ndhB_95644'],['ndhB_96579'],0.9662399519090948,0.9279027263738907,0.05006093893869801,0.012351366181371982,0.037709572757326025,24.672661846188735,75.32733815381127,Yes,"Refute: Use a subset of data
Estimated effect:0.05006093893869801
New effect:0.050637130358289165
p value:0.8799999999999999
","Refute: Add a random common cause
Estimated effect:0.05006093893869801
New effect:0.050055043469901674
p value:1.0
","Refute: Use a Placebo Treatment
Estimated effect:0.05006093893869801
New effect:-0.0010422802413890808
p value:0.92
"
34,ndhB_96419,ndhB_96439,[],['ndhB_96579'],0.9662399519090948,0.9279027263738907,-0.030999528524281665,-0.021730094036479526,-0.009269434487802139,70.09814365227693,29.901856347723065,No,"Refute: Use a subset of data
Estimated effect:-0.030999528524281665
New effect:-0.03128960486684247
p value:0.94
","Refute: Add a random common cause
Estimated effect:-0.030999528524281665
New effect:-0.0310354064029809
p value:0.92
","Refute: Use a Placebo Treatment
Estimated effect:-0.030999528524281665
New effect:-0.00015721278060143703
p value:0.88
"
35,ndhB_96419,ndhB_94622,[],['ndhB_96579'],0.06279343624766681,0.054610127463044125,0.028859276905134713,0.019616862967823948,0.009242413937310765,67.97420126743947,32.025798732560524,Yes,"Refute: Use a subset of data
Estimated effect:0.028859276905134713
New effect:0.029330271600336088
p value:0.96
","Refute: Add a random common cause
Estimated effect:0.028859276905134713
New effect:0.0288974798676392
p value:0.76
","Refute: Use a Placebo Treatment
Estimated effect:0.028859276905134713
New effect:0.00031687390177773583
p value:1.0
"
36,ndhB_96579,ndhB_97016,['ndhB_95644'],[],0.9765116645514297,0.7117665548344765,0.26431376414110486,,,,,Yes,NA,NA,NA
37,ndhB_96579,ndhB_96439,[],[],0.9765116645514297,0.7117665548344765,-0.0646865994932993,,,,,No,NA,NA,NA
38,ndhB_96579,ndhB_94622,[],[],0.06498599439775911,0.00847457627118644,0.06449803701626534,,,,,Yes,NA,NA,NA
